055.522,000000,050.227,089.989,089.820,050.438,001.721,001.892,001.734,001.835,055.579,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000001,000000,000001,000001,000001,000001,000001,000001,000001,000001,000001
055.551,000000,050.196,089.870,089.790,050.520,001.732,001.937,001.762,001.857,055.280,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000001,000000,000001,000001,000001,000001,000001,000001,000001,000001,000001
055.621,000000,050.382,089.924,089.808,050.482,001.770,001.870,001.649,001.763,055.904,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000001,000000,000001,000001,000001,000001,000001,000001,000001,000001,000001
055.492,000000,050.178,089.915,089.758,050.489,001.681,001.806,001.733,001.858,055.849,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000001,000000,000001,000001,000001,000001,000001,000001,000001,000001,000001
055.083,000000,050.101,089.799,089.780,050.470,001.618,001.827,001.809,001.929,055.566,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000001,000000,000001,000001,000001,000001,000001,000001,000001,000001,000001
055.364,000000,050.226,089.916,089.820,050.086,001.700,001.875,001.476,001.822,056.331,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000001,000000,000001,000001,000001,000001,000001,000001,000001,000001,000001
055.647,000000,050.251,090.009,089.813,050.487,001.713,001.851,001.718,001.839,056.097,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000001,000000,000001,000001,000001,000001,000001,000001,000001,000001,000001
055.097,000000,050.150,089.837,089.825,050.464,001.674,001.908,001.674,001.803,055.578,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000001,000000,000001,000001,000001,000001,000001,000001,000001,000001,000001
055.206,000000,050.195,089.807,089.785,050.382,001.657,001.914,001.677,001.811,055.744,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000001,000000,000001,000001,000001,000001,000001,000001,000001,000001,000001
055.545,000000,050.207,089.972,089.814,050.466,001.737,001.859,001.698,001.807,056.670,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000001,000000,000001,000001,000001,000001,000001,000001,000001,000001,000001
055.819,000000,050.267,089.908,089.777,050.501,001.777,001.907,001.707,001.894,056.277,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000001,000000,000001,000001,000001,000001,000001,000001,000001,000001,000001
055.472,000000,050.221,089.920,089.791,050.460,001.764,001.918,001.664,001.810,055.924,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000001,000000,000001,000001,000001,000001,000001,000001,000001,000001,000001
055.665,000000,050.273,089.886,089.783,050.374,001.780,001.955,001.674,001.798,056.468,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000001,000000,000001,000001,000001,000001,000001,000001,000001,000001,000001
055.218,000000,050.173,089.856,089.786,050.448,001.738,001.983,001.702,001.829,055.803,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000001,000000,000001,000001,000001,000001,000001,000001,000001,000001,000001
055.437,000000,050.166,089.854,089.736,050.466,001.731,001.919,001.663,001.816,055.877,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000001,000000,000001,000001,000001,000001,000001,000001,000001,000001,000001
055.774,000000,050.231,089.878,089.737,050.465,001.676,001.816,001.738,001.871,056.698,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000001,000000,000001,000001,000001,000001,000001,000001,000001,000001,000001
055.747,000000,050.266,089.856,089.826,050.474,001.730,001.926,001.770,001.857,056.370,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000001,000000,000001,000001,000001,000001,000001,000001,000001,000001,000001
055.260,000000,050.288,089.864,089.836,050.456,001.774,001.938,001.731,001.835,055.829,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000001,000000,000001,000001,000001,000001,000001,000001,000001,000001,000001
055.372,000000,050.241,089.869,089.767,050.463,001.737,001.892,001.733,001.920,056.596,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000001,000000,000001,000001,000001,000001,000001,000001,000001,000001,000001
055.450,000000,050.134,089.870,089.825,050.427,001.646,001.800,001.739,001.870,056.052,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000001,000000,000001,000001,000001,000001,000001,000001,000001,000001,000001
